RecordID,Name,NameAlphabetized,Name - HOO,OperationalStatus,PreliminaryOrganizationType,Description,URL,AlternateNames,Acronym,AlternateAcronyms,BudgetCode,OpenDatasetsURL,FoundingYear,PrincipalOfficerName,PrincipalOfficerTitle,PrincipalOfficerContactURL,Notes,InstanceOf,NYC.gov Agency Directory,Name - CPO,Name - Checkbook,Name - Greenbook,Name - NYC Open Data Portal,Name - NYC.gov Agency List,Name - NYC.gov Mayor's Office,Name - ODA,Name - Ops,Name - WeGov
FINAL_REC_000279,Mayor's Office of Sports and Recreation,"Sports, Wellness, and Recreation, Mayor's Office of","Sports, Wellness and Recreation, Mayor's Office of (MOSWR)",Active,Mayoral Office,"The NYC Mayor's Office of Sports, Wellness & Recreation (MOSWR) manages and oversees The Mayor's Cup brand and events, and identifies innovative, practical, and quality programs that positively impact youth and communities.",https://www.nyc.gov/content/sports/pages/about-office-of-sports-wellness-and-recreation,,MOSWR,,2.0,,2021.0,Jasmine Ray,Director,https://www.nyc.gov/content/sports/pages/meet-the-director,,,True,"Mayor's Office of Sports, Wellness, and Recreation",,,,"Sports, Wellness and Recreation, Mayor's Office of (MOSWR)","Sports, Wellness and Recreation, Mayor's Office of (MOSWR)","Mayor's Office of Sports, Wellness, and Recreation (MOSWR)",Mayor's Office of Sports and Recreation,"Office of Sports, Wellness and Recreation"
FINAL_REC_000280,Mayor's Office of Strategic Partnerships,"Strategic Partnerships, Mayor's Office of",Mayor's Office of Strategic Partnerships (OSP),Active,Mayoral Office,The Mayor's Office of Strategic Partnerships (OSP) serves as the central entry point for strategic partnerships across City government and aligns common goals of the private and public sector to enhance New York City’s ability to serve its residents.,https://www.nyc.gov/site/partnerships/index.page,,OSP,,,,2014.0,Darren Bloch,Executive Director,https://www.nyc.gov/site/partnerships/contact/contact-strategic-partnerships.page,,,True,Mayor's Office of Strategic Partnerships,,,,Mayor's Office of Strategic Partnerships (OSP),Mayor's Office of Strategic Partnerships (OSP),,Mayor's Office of Strategic Partnerships,Office of Strategic Partnerships
FINAL_REC_000281,Mayor's Office of Talent and Workforce Development,"Talent and Workforce Development, Mayor's Office of","Talent and Workforce Development, Mayor's Office of",Active,Mayoral Office,,https://www.nyc.gov/site/wkdev/index.page,,NYC Talent,,,,2023.0,Abby Jo Sigal,Executive Director,https://www.nyc.gov/site/wkdev/about/contact.page,,,True,,,,,,,,Mayor’s Office of Talent and Workforce Development,
FINAL_REC_000282,Mayor's Office of Urban Agriculture,"Urban Agriculture, Mayor's Office of","Urban Agriculture, Mayor's Office of",Active,Division,"The Mayor’s Office of Urban Agriculture works to support, strengthen, and expand the city’s network of community gardens and urban farms for a healthier, more sustainable, and more equitable city.  ",https://www.nyc.gov/site/agriculture/index.page,,MOUA,,2.0,,2022.0,Qiana Mickie,Director,https://www.nyc.gov/site/agriculture/contact/contact.page,,,False,Mayor's Office of Urban Agriculture,,,,"Urban Agriculture, Mayor’s Office of","Urban Agriculture, Mayor’s Office of",Mayor's Office of Urban Agriculture,Mayor's Office of Urban Agriculture,
FINAL_REC_000283,Mayor's Office of Youth Employment,"Youth Employment, Mayor's Office of",,Active,Mayoral Office,,https://www.nyc.gov/site/youthemployment/index.page,,MOYE,,2.0,,1994.0,,,,,,True,Mayor's Office of Youth Employment,,,,,,Mayor's Office of Youth Employment (MOYE),Mayor’s Office of Youth Employment,Office of Youth Employment
FINAL_REC_000284,Mayor's Office for People with Disabilities,"People with Disabilities, Mayor's Office for",Mayor's Office for People with Disabilities (MOPD),Active,Mayoral Office,MOPD works hand-in-hand with other City agencies to assure that the voice of the disabled community is represented and that City programs and policies address the needs of people with disabilities.,https://www.nyc.gov/site/mopd/index.page,,MOPD,,2.0,,1973.0,Christina Curry,Commissioner,https://www.nyc.gov/site/mopd/about/email-the-commissioner.page,,,True,Mayor's Office for People with Disabilities,,,,Mayor's Office for People with Disabilities (MOPD),Mayor's Office for People with Disabilities (MOPD),Mayor's Office for People with Disabilities (MOPD),Mayor's Office for People with Disabilities,Office for People with Disabilities
FINAL_REC_000285,Mayor's Office to Prevent Gun Violence,"Prevent Gun Violence, Office to",,Active,Division,,https://www.nyc.gov/site/peacenyc/index.page,Office for Neighborhood Safety and the Prevention of Gun Violence (partial),OPGV,,,,2017.0,,,,,,False,,,,,,,Office to Prevent Gun Violence,Mayor's Office to Prevent Gun Violence,Office to Prevent Gun Violence
FINAL_REC_000286,Mayor's Office to Protect Tenants,"Protect Tenants, Mayor's Office to",,Reorganized,Mayoral Office,,https://www.nyc.gov/content/tenantprotection/pages/,,MOPT,,2.0,,,,,,,,False,Mayor's Office to Protect Tenants,,,,,,Mayor's Office to Protect Tenants (MOPT),Mayor's Office to Protect Tenants,Office to Protect Tenants
FINAL_REC_000287,Mayor's Office Risk Management and Compliance,"Risk Management and Compliance, Mayor's Office of",,Active,Mayoral Office,,,,RMC,,2.0,,2022.0,Jean-Claude LeBec,,,,,True,Mayor's Office of Risk Management and Compliance,,,,,,Mayor's Office of Risk Management and Compliance (RMC),Mayor's Office Risk Management & Compliance,Office of Risk Management and Compliance
FINAL_REC_000288,Mayor's Office - Senior Advisor and Director of Public Service Engagement,Mayor's Office - Senior Advisor and Director of Public Service Engagement,Mayor's Office - Senior Advisor and Director of Public Service Engagement,Active,Mayoral Office,,https://www.nyc.gov/office-of-the-mayor/admin-officials.page,,,,,,,Andrea Shapiro Davis,,https://www.nyc.gov/office-of-the-mayor/mayor-contact.page,,,True,,,,,,,,,
FINAL_REC_000289,Mayor's Office - Senior Advisor for External Affairs,Mayor's Office - Senior Advisor for External Affairs,Mayor's Office - Senior Advisor for External Affairs,Duplicate,Mayoral Office,,https://www.nyc.gov/office-of-the-mayor/admin-officials.page,,,,,,,Tiffany Raspberry,,https://www.nyc.gov/office-of-the-mayor/mayor-contact.page,,,False,,,,,,,,,
FINAL_REC_000290,Mayor's Office - Senior Advisor to the Mayor,Mayor's Office - Senior Advisor to the Mayor,Mayor's Office - Senior Advisor to the Mayor,Active,Mayoral Office,,https://www.nyc.gov/office-of-the-mayor/admin-officials.page,,,,,,,Stefan Ringel,,https://www.nyc.gov/office-of-the-mayor/mayor-contact.page,,,True,,,,,,,,,
FINAL_REC_000291,Mayor's Office of Speechwriting,"Speechwriting, Mayor's Office of",,Active,Mayoral Office,,,,,,,,,,,,,,False,,,,,,,,Mayor's Office -- Speechwriting,
FINAL_REC_000292,Mayor's Press Office,"Press Office, Mayor's",,Active,Mayoral Office,,,,,,,,,,,,,,False,,,,,,,,Mayor's Press Office,
FINAL_REC_000293,Mayor's Public Engagement Unit,"Public Engagement Unit, Mayor's",Mayor's Public Engagement Unit (PEU),Active,Mayoral Office,"The Mayor's Public Engagement Unit (PEU) proactively connects New Yorkers to key City services, like housing and healthcare.",https://www.nyc.gov/site/mayorspeu/index.page,,PEU,,,,2015.0,Adrienne Lever,Director,https://www.nyc.gov/site/mayorspeu/about-peu/contact.page,,,True,Mayor's Public Engagement Unit,,,,Mayor's Public Engagement Unit (PEU),Mayor's Public Engagement Unit (PEU),Public Engagement Unit (PEU),Mayor's Public Engagement Unit,Public Engagement Unit
FINAL_REC_000294,Medical Equity Advisory Board,Medical Equity Advisory Board,,Duplicate,"Advisory, Oversight, or Regulatory Body",,,,,,,,,,,,,,False,,,,,,,,Medical Equity Advisory Board,
FINAL_REC_000296,Metropolitan Transportation Authority Capital Review Board ,Metropolitan Transportation Authority Capital Review Board ,,Active,"Advisory, Oversight, or Regulatory Body",,,,,,,,,,,,,,False,,,,,,,,Metropolitan Transportation Authority Capital Review Board ,
FINAL_REC_000297,Metropolitan Transportation Sustainability Advisory Workgroup,Metropolitan Transportation Sustainability Advisory Workgroup,,Dissolved,"Advisory, Oversight, or Regulatory Body",,,,,,,,,,,,,,False,,,,,,,,Metropolitan Transportation Sustainability Advisory Workgroup,
FINAL_REC_000298,Mayor's Office of the Utility Consumer Advocate,"Utility Consumer Advocate, Mayor's Office of the",,Active,Mayoral Office,,https://climate.cityofnewyork.us/ask-utility-consumer-advocate/,,,,,,,,,https://climate.cityofnewyork.us/ask-utility-consumer-advocate/,,,True,,,,,,,,MO of Utility Advocate,
FINAL_REC_000299,Moynihan Station Development Corporation,Moynihan Station Development Corporation,,Dissolved,Authority or Public Benefit Corporation,,https://esd.ny.gov/moynihan-station-development-corporation-subsidiary,,,,,,,,,,,,False,,,,,,,,Moynihan Station Development Corporation,
FINAL_REC_000300,Mayor's Office of the Utility Consumer Advocate,"Utility Consumer Advocate, Mayor's Office of the",,Duplicate,"Advisory, Oversight, or Regulatory Body",,https://climate.cityofnewyork.us/ask-utility-consumer-advocate/,,,,,,,,,https://climate.cityofnewyork.us/ask-utility-consumer-advocate/,,,False,,,,,,,,Multiple Dwellings Construction Task Force,
FINAL_REC_000301,Municipal Archives,"Archives, Municipal",,Active,Division,,,,,,,,1950.0,,,,,,False,,,,,,,,,
FINAL_REC_000302,Municipal Credit Union,"Credit Union, Municipal",,Active,Financial Institution,,https://www.nymcu.org/,,,,,,1916.0,,,,,,False,,,Municipal Credit Union,,,,,,
FINAL_REC_000303,Municipal Division of Transitional Services,"Division of Transitional Services, Municipal",,Active,Mayoral Office,,,,,,,,2016.0,,,,,,False,,,,,,,,,
FINAL_REC_000304,Municipal Records Management Division,"Records Management Division, Municipal",,Active,Division,,,,,,,,1977.0,,,,,,False,,,,,,,,,
FINAL_REC_000305,Municipal Reference and Research Center,"Reference and Research Center, Municipal",,Active,Division,,,,,,,,1969.0,,,,,,False,,,,,,,,,
FINAL_REC_000306,Municipal Services Assessment unit,"Municipal Services Assessment, Mayor's Office of",,Active,Mayoral Office,,,,,,,,2023.0,,,,,,False,Mayor's Office of Municipal Services Assessment,,,,,,,Municipal Services Assessment unit,
FINAL_REC_000307,Municipal Voting Advisory Group,Municipal Voting Advisory Group,,Dissolved,"Advisory, Oversight, or Regulatory Body",,,,,,,,,,,,,,False,,,,,,,,Municipal Voting Advisory Group,
FINAL_REC_000308,Municipal Water Finance Authority,"Municipal Water Finance Authority, NYC","Water Finance Authority, NYC Municipal (NYW)",Active,Authority or Public Benefit Corporation,"The New York City Municipal Water Finance Authority provides funding through the issuance of bonds, bond anticipation notes, and other obligations to finance capital projects related to supplying and purifying the City's high-quality drinking water and maintain safe wastewater collection and treatment.",https://www.nyc.gov/site/nyw/index.page,,NYW,,,,1984.0,David Womack,Chief Executive Officer,https://www.nyc.gov/site/nyw/about/contact.page,,,True,,,"Water Finance Authority, NYC Municipal",,"Water Finance Authority, NYC Municipal (NYW)","Water Finance Authority, NYC Municipal (NYW)",,Municipal Water Finance Authority,NYC Municipal Water Finance Authority
FINAL_REC_000309,MWBE Advisory Board,MWBE Advisory Board,,Active,"Advisory, Oversight, or Regulatory Body",,,,,,,,,,,,,,False,,,,,,,,MWBE Advisory Board,
FINAL_REC_000310,New York City Tourism + Conventions,New York City Tourism + Conventions,,Active,Non-Governmental Organization,,https://www.nyctourism.com/,NYC & Company,,,,,,Julie Coker,,,,,False,,,,,,,,NYC & Company,
FINAL_REC_000311,NYC Care,NYC Care,,Active,Division,,https://www.nyccare.nyc/,,,,,,2019.0,,,,,,False,,,,,,,NYC Care,,
FINAL_REC_000312,New York City Tourism + Conventions,New York City Tourism + Conventions,NYC Children's Cabinet,Duplicate,Mayoral Office,"The NYC Children’s Cabinet enables coordination and communication between government agencies and other partners that serve the City’s youth. Its mission is to help align City efforts and resources towards ensuring that all of New York City’s children can reach healthy, successful adulthood.",https://www.nyc.gov/site/childrenscabinet/index.page,NYC & Company; NYC & Company; NYC & Company; NYC & Company; NYC & Company; NYC & Company; NYC & Company; NYC & Company; NYC & Company; NYC & Company; NYC & Company; NYC & Company; NYC & Company; NYC & Company; NYC & Company; NYC & Company; NYC & Company; NYC & Company; NYC & Company; NYC & Company,,,,,2014.0,Ahsia Badi,Executive Director,https://www.nyc.gov/site/childrenscabinet/contact-us/contact-us.page,,,False,,,,,NYC Children's Cabinet,NYC Children's Cabinet,Children's Cabinet,New York City Children's Cabinet ,Children's Cabinet
FINAL_REC_000313,New York City Courts,"Courts, New York City",,Active,Judiciary,,https://www.nycourts.gov/,,,,,,1962.0,,,,,,False,,,New York City Courts,,,,,,
FINAL_REC_000314,New York City Districting Commission,"Districting Commission, New York City",,Active,"Advisory, Oversight, or Regulatory Body",,https://www.nyc.gov/site/districting/index.page,,,,,,,,,,,,True,,Districting Commission,,,,,,New York City Districting Commission,
FINAL_REC_000315,NYC Emergency Management,"Emergency Management, NYC",NYC Emergency Management,Active,Mayoral Agency,"NYC OEM plans and prepares for emergencies, educates the public about preparedness, coordinates emergency response and recovery, and collects and disseminates emergency information.",https://www.nyc.gov/site/em/index.page,Emergency Management Department; New York City Office of Emergency Management,NYCEM,OEM,17.0,https://data.cityofnewyork.us/browse?Dataset-Information_Agency=NYC+Emergency+Management+%28NYCEM%29,1996.0,Zach Iscol,Commissioner,https://www.nyc.gov/site/em/contact/email-the-commissioner.page,,,True,Office of Emergency Management,Department of Emergency Management,"Emergency Management, NYC",NYC Emergency Management (NYCEM),NYC Emergency Management,NYC Emergency Management,NYC Emergency Management (NYCEM),NYC Emergency Management,Department of Emergency Management
FINAL_REC_000316,NYC Employee Retirement System,"Employees' Retirement System, New York City",NYC Employee's Retirement System (NYCERS),Active,Fiduciary Fund,"Founded in 1920, NYCERS has grown into the largest public retirement system within New York City serving over 330,000 active members and retirees. Membership in NYCERS is available to all New York City employees who are not eligible to participate in the New York City Teachers' Retirement System, the New York City Police Pension Fund, the New York City Fire Department Pension Fund or the New York City Board of Education Retirement System.",https://www.nycers.org/,,NYCERS,,,,1920.0,Melanie Whinnery,Executive Director,https://www.nyc.gov/nyc-resources/mail/nycers-email-the-executive-director.page,,,True,New York City Employees' Retirement System,,"Employees Retirement System Board of Trustees, NYC",,NYC Employees' Retirement System (NYCERS),NYC Employees' Retirement System (NYCERS),NYC Employees' Retirement System (NYCERS),NYC Employee Retirement System,Employees Retirement System
